Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Schussboomer,Worlds of Fun,Removed,Anton Schwarzkopf,1973,39.1773,-94.489,Steel,1973-05-26,,,0,,
Formuła (Energylandia),Energylandia,Operating,Vekoma,2016,,,Steel,2016-06-25,49.2,81.0,3,3.8,
Lightning Run,Kentucky Kingdom,Operating,Chance Rides,2014,38.1965,-85.744,Other,2014-05-24,55.0,,0,,
Hair Raiser,Ocean Park Hong Kong,Operating,Bolliger & Mabillard,2011,22.2357,114.1725,Steel,2011-12-08,54.7,,4,4.0,
Sidewinder (Hersheypark),Hersheypark,Operating,Vekoma,1991,40.2899,-76.6538,Steel,1991-05-11,47.0,,6,5.2,
Racer (Kennywood),Kennywood,Operating,Charlie Mach,1927,40.3869,-79.8619,Wood,1927-01-01,40.0,,0,,75000.0
The Joker (Six Flags Over Texas),Other,,S&S – Sansei Technologies,2017,,,Steel,,38.0,,6,,
Canyon Blaster (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,E&F Miler Industries,1999,34.4249,-118.5964,Steel,1999-05-30,10.0,,0,1.0,
Vertical Velocity (roller coaster),Six Flags Great America,Temporarily closed,Intamin,2001,42.3679,-87.9324,Steel,2001-05-18,70.0,,0,,
Arkham Asylum – Shock Therapy,Warner Bros. Movie World,SBNO December 2019,Vekoma,1995,-27.9083,153.3119,Steel,1995-12-26,54.7,109.3,5,4.0,16000000.0
Corkscrew (Knott's Berry Farm),Other,,Arrow Development,1975,,,Steel,,46.0,,2,,
Vipère (roller coaster),Other,,Intamin,2011,,,Steel,2011-07-01,37.0,,0,,
Little Dipper (Memphis Kiddie Park),Memphis Kiddie Park,Operating,Allan Herschell Company,1952,41.4405,-81.7577,Steel,1952-04-01,,,0,,
Flying Turns (Euclid Beach Park),"Cleveland, Ohio, United States",Closed,,1930,41.58,-81.57,Other,,,,0,,
Time Traveler (roller coaster),Silver Dollar City,Operating,Mack Rides,2018,36.669,-93.3377,Steel,2018-03-14,50.3,,3,,26000000.0
Flitzer,Morey's Piers,Removed,Zierer,1983,38.9893,-74.8033,Steel,1983-01-01,,,0,,150000.0
Icon (roller coaster),Blackpool Pleasure Beach,Operating,Mack Rides,2018,53.7903,-3.0556,Steel,2018-05-25,52.8,,1,4.3,16250000.0
Corkscrew (Playland),Playland,Removed,Vekoma,1994,49.2839,-123.0357,Steel,1994-01-01,40.0,,2,,
Racing Coaster,"Cleveland, Ohio, United States",Closed,,1913,41.58,-81.57,Other,,,,0,,
Scorpion (roller coaster),Busch Gardens Tampa Bay,Operating,Anton Schwarzkopf,1980,28.0375,-82.4233,Steel,1980-05-16,41.0,,1,3.5,2500000.0
New Mexico Rattler,Cliff's Amusement Park,Operating,,2002,35.143,-106.5884,Wood,2002-09-28,47.0,,0,,2000000.0
SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Operating,Gerstlauer,2008,44.8553,-93.2425,Steel,2008-03-15,43.5,,2,4.4,2500000.0
Green Lantern Coaster,Warner Bros. Movie World,Operating,S&S – Sansei Technologies,2011,-27.9073,153.3136,Steel,2011-12-23,41.0,108.3,2,3.5,
Loop the Loop (Olentangy Park),Olentangy Park,Removed,Lina Beecher,1908,40.0204,-83.0143,Steel,1908-01-01,,,1,,
Great Bear (roller coaster),Hersheypark,Operating,Bolliger & Mabillard,1998,40.2869,-76.6531,Steel,1998-05-23,58.0,,4,,13000000.0
Expedition GeForce,"Holiday Park, Germany",Operating,Intamin,2001,49.32,8.295,Steel,2001-06-18,74.6,,0,4.5,
Wakala (roller coaster),Bellewaerde,Operating,Gerstlauer,2020,50.849,2.9475,Steel,2020-07-01,31.1,,0,,7500000.0
Rougarou (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,1996,41.4826,-82.6874,Steel,2015-05-09,60.0,,4,,12000000.0
Pegasus (Mt. Olympus Water and Theme Park),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,1996,43.614,-89.7898,Wood,1996-01-01,40.0,,0,,
Toboggan (Hersheypark),Hersheypark,Removed,Chance Rides,1972,40.2866,-76.6561,Steel,1972-01-01,,,0,,
Twisted Colossus,Six Flags Magic Mountain,Operating,Rocky Mountain Construction,2015,34.4278,-118.5975,Steel,2015-05-23,57.0,,2,,
Atlantis Adventure,Lotte World,Operating,Intamin,2003,,,Steel,2003-01-01,46.6,,0,,
Cyclone (Lakeside Amusement Park),Lakeside Amusement Park,Operating,,1940,39.7808,-105.054,Wood,1940-05-17,55.0,,0,,
The Oath of Kärnan,Hansa-Park,Operating,Gerstlauer,2015,54.0769,10.78,Steel,2015-07-01,78.9,239.5,1,5.0,2.0
Wonder Woman Coaster,Six Flags Mexico,Operating,S&S – Sansei Technologies,2018,19.2935,-99.2058,Steel,2018-06-01,38.0,,6,,
The Joker's Revenge,Other,,Vekoma,1996,,,Steel,,40.0,,3,3.5,4300000.0
Road Runner Express (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Zamperla,1999,38.1371,-122.2345,Steel,1999-01-01,,,0,,
Cannonball Run (roller coaster),Waterville USA,Removed,Custom Coasters International,1995,30.2585,-87.6859,Wood,1995-01-01,43.0,,0,,
Texas Stingray,SeaWorld San Antonio,Operating,Great Coasters International,2020,29.4524,-98.699,Wood,2020-02-22,55.0,,0,,
The Walking Dead: The Ride,Thorpe Park Resort,Operating,Vekoma,1996,51.4036,-0.5132,Steel,1996-03-23,27.7,,0,2.4,
Raging Bull (roller coaster),Six Flags Great America,Operating,Bolliger & Mabillard,1999,42.3658,-87.9371,Steel,1999-05-01,73.0,,0,,25000000.0
Octonauts Rollercoaster Adventure,Alton Towers,Operating,Zamperla,2015,,,Steel,2015-03-21,,,0,,
Rollo Coaster,Idlewild and Soak Zone,Operating,Philadelphia Toboggan Coasters,1938,40.2602,-79.2814,Wood,1938-01-01,25.0,,0,,
Sky Screamer (Six Flags AstroWorld),Six Flags AstroWorld,,Intamin,1983,29.675,-95.407,Other,1983-01-01,,,0,4.5,
Raptor Attack,Lightwater Valley,Closed in 2021,Anton Schwarzkopf,1987,54.1739,-1.5687,Steel,1987-04-02,40.0,,0,,
Beastie (Alton Towers),Alton Towers,Removed,Pinfari,1983,52.9893,-1.8945,Steel,1983-01-01,17.0,,0,,
The Gold Coaster,Other,,Arrow Dynamics,1995,,,Steel,,52.8,131.2,2,3.0,
Batman: The Ride (S&S Free Spin),Other,,S&S – Sansei Technologies,2015,,,Steel,,38.0,,6,,
River King Mine Train,Six Flags St. Louis,Operating,Arrow Dynamics,1971,38.5155,-90.6738,Steel,1971-06-05,37.0,,0,,
