Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Big Apple Coaster,New York-New York Hotel and Casino,Operating,TOGO,1997,36.1019,-115.1736,Steel,1997-01-03,67.0,,2,,25000000.0
SooperDooperLooper,Hersheypark,Operating,Anton Schwarzkopf,1977,40.2864,-76.6536,Steel,1977-07-04,45.0,,1,,3000000.0
Screamin' Eagle,Six Flags St. Louis,Operating,Philadelphia Toboggan Coasters,1976,38.5164,-90.6761,Wood,1976-04-10,62.0,,0,,3000000.0
Batman & Robin: The Chiller,Other,Removed,Premier Rides,1998,,,Steel,1998-04-04,65.0,,1,5.0,15000000.0
Flashback (Six Flags Magic Mountain),Other,,Intamin,1985,,,Steel,,35.0,,0,3.0,4000000.0
X-Flight (Geauga Lake),Other,,Vekoma,2001,,,Steel,,50.0,,5,4.3,15000000.0
Jaguar!,Knott's Berry Farm,Operating,Zierer,1995,33.8458,-117.9992,Steel,1995-06-17,35.0,,0,,10000000.0
Kumali,Flamingo Land,Operating,Vekoma,2006,54.2117,-0.8066,Steel,2006-01-01,54.9,,4,4.7,6000000.0
The Big One (roller coaster),Blackpool Pleasure Beach,Operating,Arrow Dynamics,1994,53.7892,-3.0553,Steel,1994-05-28,74.0,,0,3.5,12000000.0
XLR-8,Six Flags AstroWorld,Removed,Arrow Dynamics,1984,29.6748,-95.4056,Steel,1984-05-12,34.1,,0,,3200000.0
Twister (Knoebels Amusement Resort),Knoebels Amusement Resort,Operating,Knoebels Amusement Resort,1999,40.8771,-76.5041,Wood,1999-07-24,51.0,,0,,3000000.0
Adventure Express,Kings Island,Operating,Arrow Dynamics,1991,39.3445,-84.2648,Steel,1991-04-13,35.0,,0,3.8,4000000.0
Outlaw Run,Silver Dollar City,Operating,Rocky Mountain Construction,2013,36.6681,-93.34,Wood,2013-03-15,68.0,,3,,10000000.0
Raptor (Cedar Point),Cedar Point,Operating,Bolliger & Mabillard,1994,41.479,-82.6818,Steel,1994-05-07,57.0,,6,,11500000.0
Cannibal (roller coaster),Lagoon,Operating,Lagoon Corporation,2015,40.9874,-111.8955,Steel,2015-07-02,70.0,,4,4.2,22000000.0
Avalanche (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,Mack Rides,1988,53.7901,-3.0559,Steel,1988-06-22,45.0,,0,,2500000.0
SheiKra,Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,2005,28.0367,-82.4244,Steel,2005-05-21,70.0,,1,4.0,13500000.0
Roller Coaster (Dam Sen Park),Dam Sen Cultural Park,Operating,Hebei Zhongye Metallurgical Equipment,1998,10.7605,106.6368,Steel,1998-01-01,43.5,78.7,3,3.8,20000000000.0
Pulsar (roller coaster),Walibi Belgium,Operating,Mack Rides,2016,50.6988,4.5903,Steel,2016-06-04,62.8,147.6,0,,8500000.0
Superman – Ride of Steel,Other,,Intamin,1999,,,Steel,,73.0,,0,,12000000.0
Adrenaline Peak,Oaks Amusement Park,Operating,Gerstlauer,2018,45.4716,-122.6623,Steel,2018-03-24,45.0,,3,,5000000.0
The Gauntlet (roller coaster),Magic Springs and Crystal Falls,Operating,Vekoma,2004,38.1941,-85.747,Steel,2004-04-10,49.7,,5,,7000000.0
Chang (roller coaster),Other,,Bolliger & Mabillard,1997,,,Steel,,63.0,,5,,12000000.0
Silver Bullet (Knott's Berry Farm),Knott's Berry Farm,Operating,Bolliger & Mabillard,2004,33.8444,-117.9997,Steel,2004-12-07,55.0,,6,3.0,16000000.0
Wodan Timbur Coaster,Europa-Park,Operating,Great Coasters International,2012,48.2614,7.7192,Wood,2012-03-31,62.1,,0,3.5,10000000.0
Magnum XL-200,Cedar Point,Operating,Arrow Dynamics,1989,41.4853,-82.6861,Steel,1989-05-06,72.0,,0,,8000000.0
Shockwave (Drayton Manor),Drayton Manor Theme Park,Operating,Intamin,1994,52.6125,-1.7161,Steel,1994-03-26,53.0,,4,4.0,4000000.0
The Bat (Kings Island; opened 1981),Kings Island,Removed,Arrow Development,1981,39.3408,-84.2646,Steel,1981-04-26,34.0,,0,,3800000.0
Millennium Force,Cedar Point,Operating,Intamin,2000,41.4817,-82.6881,Steel,2000-05-13,93.0,,0,4.5,25000000.0
Roller Coaster (Suoi Tien Park),Suoi Tien Amusement Park,Operating,Vekoma,2000,10.8607,106.8044,Steel,2000-01-01,43.5,98.4,0,2.0,30000000000.0
Corkscrew (Cedar Point),Cedar Point,Operating,Arrow Development,1976,41.4836,-82.6853,Steel,1976-05-15,48.0,,3,,1750000.0
Thunderhead (roller coaster),Dollywood,Operating,Great Coasters International,2004,35.7967,-83.5319,Wood,2004-04-03,53.7,,0,,7000000.0
Rampage (roller coaster),Alabama Splash Adventure,Operating,Custom Coasters International,1998,33.3792,-86.9969,Wood,1998-05-23,56.0,,0,,4300000.0
Cyclone (Six Flags New England),Six Flags New England,Operating,Rocky Mountain Construction,1983,42.0403,-72.6156,Steel,2015-05-24,55.0,,3,,10000000.0
Ninja (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Arrow Dynamics,1988,34.4222,-118.5983,Steel,1988-05-21,55.0,,0,2.9,6000000.0
Spider (roller coaster),Lagoon,Operating,Maurer AG,2003,40.9844,-111.895,Steel,2003-04-01,37.3,,0,,3000000.0
Balder (roller coaster),Liseberg,Operating,Intamin,2003,57.6933,11.9961,Wood,2003-04-12,55.9,118.1,0,,100000000.0
Jubilee Odyssey,Fantasy Island (UK amusement park),Operating,Vekoma,2002,53.1922,0.3461,Steel,2002-05-23,63.0,,5,4.8,28000000.0
Dragon Mountain,Marineland of Canada,Operating,Arrow Huss,1983,43.0613,-79.0804,Steel,1983-07-16,50.0,,4,,9000000.0
Steel Venom (Valleyfair),Valleyfair,Operating,Intamin,2003,44.7978,-93.4517,Steel,2003-05-17,68.0,,0,,8500000.0
Turbulence (roller coaster),Adventureland (New York),Operating,Mack Rides,2015,40.7525,-73.4197,Steel,2015-05-22,40.0,,0,,5000000.0
Superman: Krypton Coaster,Six Flags Fiesta Texas,Operating,Bolliger & Mabillard,2000,29.5952,-98.61,Steel,2000-03-11,70.0,,6,3.8,20000000.0
Wildcat (Hersheypark),Hersheypark,Operating,Great Coasters International,1996,40.2925,-76.6558,Wood,1996-05-26,50.0,,0,3.5,5000000.0
Hercules (roller coaster),Dorney Park & Wildwater Kingdom,Removed,Dinn Corporation,1989,40.5811,-75.5322,Wood,1989-05-06,65.0,,0,,6000000.0
Talon (roller coaster),Dorney Park & Wildwater Kingdom,Operating,Bolliger & Mabillard,2001,40.579,-75.53,Steel,2001-05-05,58.0,,4,4.5,13000000.0
Galactica (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,2002,52.9859,-1.8821,Steel,2002-03-16,46.6,65.6,2,3.5,12000000.0
Wood Coaster (Mountain Flyer),OCT East,Operating,Great Coasters International,2011,22.6145,114.2968,Wood,2011-07-19,61.2,,0,,90000000.0
Mad Mouse (Michigan's Adventure),Michigan's Adventure,Operating,Arrow Dynamics,1999,43.3474,-86.2789,Steel,1999-08-07,33.0,,0,,2000000.0
Dragon Slayer (roller coaster),Adventureland (Iowa),Operating,S&S - Sansei Technologies,2021,41.651,-93.5024,Steel,2021-05-29,34.0,,0,,7000000.0
Afterburn (roller coaster),Carowinds,Operating,Bolliger & Mabillard,1999,35.1003,-80.9409,Steel,1999-03-20,62.0,,6,,10500000.0
Prowler (roller coaster),Worlds of Fun,Operating,Great Coasters International,2009,39.1744,-94.4837,Wood,2009-05-02,51.2,,0,,8000000.0
The Great White (Morey's Piers),Morey's Piers,Operating,Custom Coasters International,1996,38.9865,-74.8107,Wood,1996-06-10,50.0,,0,,5500000.0
Rewind Racers,Adventure City,Operating,Gerstlauer,2015,33.8151,-117.993,Steel,2015-06-06,31.1,,0,,2000000.0
Hypersonic XLC,Kings Dominion,Removed,S&S – Sansei Technologies,2001,37.8372,-77.446,Steel,2001-03-24,80.0,,0,4.0,15000000.0
The Voyage (roller coaster),Holiday World & Splashin' Safari,Operating,The Gravity Group,2006,38.1213,-86.9115,Wood,2006-05-06,67.0,,0,,6500000.0
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Operating,Intamin,2017,29.4553,-98.6961,Steel,2017-06-16,44.0,,0,,18000000.0
Top Thrill Dragster,Cedar Point,Closed,Intamin,2003,41.484,-82.6862,Steel,2003-05-04,120.0,,0,,25000000.0
Xcelerator,Knott's Berry Farm,Operating,Intamin,2002,33.8458,-118.0008,Steel,2002-06-22,82.0,,0,,13000000.0
Diamondback (Kings Island),Kings Island,Operating,Bolliger & Mabillard,2009,39.3421,-84.2674,Other,2009-04-18,80.0,,0,4.2,22000000.0
The Raven (roller coaster),Holiday World & Splashin' Safari,Operating,Custom Coasters International,1995,38.1194,-86.9152,Wood,1995-05-06,50.0,,0,,2000000.0
Stealth (roller coaster),Thorpe Park,Operating,Intamin,2006,51.405,-0.5153,Steel,2006-03-15,80.0,205.1,0,,12000000.0
Furius Baco,PortAventura Park,Operating,Intamin,2007,41.0847,1.1564,Steel,2007-06-05,83.9,,1,4.7,15000000.0
Goliath (La Ronde),La Ronde,Operating,Bolliger & Mabillard,2006,45.5278,-73.5363,Steel,2006-05-13,68.4,,0,,18700000.0
Time Traveler (roller coaster),Silver Dollar City,Operating,Mack Rides,2018,36.669,-93.3377,Steel,2018-03-14,50.3,,3,,26000000.0
Python (Busch Gardens Tampa Bay),Busch Gardens Tampa Bay,Removed,Arrow Development,1976,28.039,-82.4251,Steel,1976-07-01,40.0,,2,,2000000.0
Icon (roller coaster),Blackpool Pleasure Beach,Operating,Mack Rides,2018,53.7903,-3.0556,Steel,2018-05-25,52.8,,1,4.3,16250000.0
California Screamin',Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
Ultra Twister (Six Flags),Other,,TOGO,1986,,,Steel,,44.0,,3,,3000000.0
Jupiter (roller coaster),Kijima Kogen,Operating,Intamin,1992,33.2617,131.4281,Wood,1992-01-01,56.5,137.8,0,,2500000000.0
Excalibur (Valleyfair),Valleyfair,Operating,Arrow Dynamics,1989,44.7995,-93.462,Steel,1989-01-01,54.5,,0,3.6,3000000.0
Apocalypse: The Ride,Six Flags Magic Mountain,Operating,Great Coasters International,2009,34.4213,-118.5998,Wood,2009-05-23,50.1,,0,,10000000.0
Mystic (roller coaster),Walibi Rhône-Alpes,Operating,Gerstlauer,2019,45.62,5.5715,Steel,2019-05-30,52.8,,3,,6000000.0
Texas Giant,Six Flags Over Texas,Operating,Rocky Mountain Construction,1990,32.7564,-97.0731,Steel,2011-04-22,65.0,,0,4.2,10000000.0
Bizarro (roller coaster),Six Flags Great Adventure,Operating,Bolliger & Mabillard,1999,40.1382,-74.4323,Steel,1999-04-02,61.0,,7,4.0,15000000.0
Cyclops (roller coaster),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,1995,43.6161,-89.7897,Wood,1995-01-01,58.0,,0,4.2,7000000.0
Incredicoaster,Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
ISpeed,Mirabilandia,Operating,Intamin,2009,,,Steel,2009-05-20,74.6,,2,,15000000.0
Cheetah (Wild Adventures),Wild Adventures,Removed,Custom Coasters International,2001,30.7196,-83.3257,Wood,2001-06-16,52.0,,0,,4500000.0
Banshee (roller coaster),Kings Island,Operating,Bolliger & Mabillard,2014,39.3457,-84.2655,Steel,2014-04-18,68.0,,7,,24000000.0
Huracan (Belantis),Belantis,Operating,Gerstlauer,2010,51.2531,12.3125,Steel,2010-06-26,52.8,105.0,5,4.3,5000000.0
The Monster (Walygator Parc),Other,,Bolliger & Mabillard,2010,49.2299,6.1581,Steel,,55.9,,6,,7000000.0
The Legend (roller coaster),Holiday World & Splashin' Safari,Operating,Custom Coasters International,2000,38.1202,-86.914,Wood,2000-05-06,59.0,,0,,3000000.0
Tatsu,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,2006,34.4219,-118.5975,Steel,2006-05-13,62.0,,4,,21000000.0
Speed: No Limits,Oakwood Theme Park,Operating,Gerstlauer,2006,51.779,-4.805,Steel,2006-04-13,59.0,,2,4.5,3000000.0
American Thunder (roller coaster),Six Flags St. Louis,Operating,Great Coasters International,2008,38.5125,-90.6772,Wood,2008-06-20,48.0,,0,,7000000.0
Tennessee Tornado,Dollywood,Operating,Arrow Dynamics,1999,35.793,-83.5279,Steel,1999-04-17,63.0,,3,3.7,8000000.0
Thunderbolt (2014 roller coaster),Luna Park,Operating,Zamperla,2014,40.5735,-73.9826,Steel,2014-06-14,56.0,,4,4.3,9000000.0
Mr. Freeze (roller coaster),Other,,Premier Rides,1998,,,Steel,,70.0,,2,4.0,10000000.0
Steel Taipan,Dreamworld,Under construction,Mack Rides,2021,-27.8623,153.3152,Steel,2021-01-01,65.2,,4,3.8,32000000.0
Viper (Six Flags Darien Lake),Six Flags Darien Lake,Operating,Arrow Dynamics,1982,42.9283,-78.3817,Steel,1982-05-29,50.0,,5,,6500000.0
SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Operating,Gerstlauer,2008,44.8553,-93.2425,Steel,2008-03-15,43.5,,2,4.4,2500000.0
Van Helsing's Factory,Movie Park Germany,Operating,Gerstlauer,2011,51.6221,6.9752,Steel,2011-06-18,22.4,26.2,0,4.0,5000000.0
Son of Beast,Kings Island,Removed,Roller Coaster Corporation of America,2000,39.3461,-84.2647,Wood,2000-04-28,78.4,,1,4.5,20500000.0
The Monster (Adventureland),Adventureland (Iowa),Operating,Gerstlauer,2016,41.6518,-93.5014,Steel,2016-06-04,65.2,133.2,5,,9000000.0
Hollywood Dream – The Ride,Universal Studios Japan,Operating,Bolliger & Mabillard,2007,34.6666,135.4338,Steel,2007-03-09,55.9,144.4,0,,50000000.0
Kvasten,Gröna Lund,Operating,Vekoma,2007,59.3226,18.0964,Steel,2007-04-28,34.2,64.3,0,2.5,7850000.0
Twist Coaster Robin,Yomiuriland,Removed,Sansei Technologies,2014,35.6253,139.5194,Steel,2014-03-19,38.5,62.3,2,3.9,450000000.0
Goliath (Six Flags Over Georgia),Six Flags Over Georgia,Operating,Bolliger & Mabillard,2006,33.7692,-84.55,Steel,2006-04-01,70.0,,0,,20000000.0
Flug der Dämonen,Heide Park Resort,Operating,Bolliger & Mabillard,2014,53.0262,9.8796,Steel,2014-03-29,62.1,131.2,5,4.0,15000000.0
Fujiyama (roller coaster),Fuji-Q Highland,Operating,TOGO,1996,35.4859,138.777,Steel,1996-07-01,81.0,,0,3.5,40000000.0
Anaconda (roller coaster),Kings Dominion,Operating,Arrow Dynamics,1991,37.8392,-77.4402,Steel,1991-03-23,50.0,,4,5.1,5000000.0
Skull Mountain,Six Flags Great Adventure,Operating,Intamin,1996,40.1346,-74.4419,Steel,1996-06-03,33.0,,0,2.3,5000000.0
The Jester (roller coaster),Other,,Vekoma,2003,,,Steel,,40.0,,3,3.5,4300000.0
Merlin's Mayhem,Dutch Wonderland,Operating,S&S – Sansei Technologies,2018,40.0287,-76.2186,Steel,2018-04-28,,,0,,7500000.0
Monster (Gröna Lund),Gröna Lund,Operating,Bolliger & Mabillard,2021,59.3239,18.0961,Steel,2021-06-02,55.9,,3,4.5,450000000.0
Skyrush,Hersheypark,Operating,Intamin,2012,,,Steel,2012-05-26,75.0,,0,5.0,25000000.0
DC Rivals HyperCoaster,Warner Bros. Movie World,Operating,Mack Rides,2017,-27.908,153.314,Steel,2017-09-22,71.5,202.1,0,4.3,30000000.0
Mick Doohan's Motocoaster,Dreamworld,Operating,Intamin,2007,-27.8628,153.3169,Steel,2007-09-30,44.7,23.0,0,,10000000.0
Nemesis (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,1994,52.9869,-1.8828,Steel,1994-03-19,50.3,42.7,4,3.5,10000000.0
FireChaser Express,Dollywood,Operating,Gerstlauer,2014,35.7947,-83.5301,Steel,2014-03-22,34.5,,0,,15000000.0
Firehawk (roller coaster),Other,,Vekoma,2007,,,Steel,,50.0,,5,4.3,15000000.0
Fønix (roller coaster),Fårup Sommerland,Under construction,Vekoma,2022,,,Steel,,59.0,,3,4.1,100000000.0
Kentucky Flyer,Kentucky Kingdom,Operating,Gravitykraft Corporation,2019,38.1943,-85.7443,Wood,2019-04-28,35.0,,0,,5000000.0
Karacho,Erlebnispark Tripsdrill,Operating,Gerstlauer,2013,49.0377,9.0544,Steel,2013-07-10,55.9,98.4,4,,7000000.0
Superman Escape,Warner Bros. Movie World,Operating,Intamin,2005,-27.908,153.3125,Steel,2005-12-26,62.1,131.2,0,4.2,16000000.0
Rougarou (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,1996,41.4826,-82.6874,Steel,2015-05-09,60.0,,4,,12000000.0
Disaster Transport,Cedar Point,Removed,Intamin,1985,41.4811,-82.6794,Steel,1985-01-01,40.0,,0,2.7,3400000.0
Troy (roller coaster),Toverland,Operating,Great Coasters International,2007,,,Wood,2007-06-29,54.0,104.7,0,2.4,6500000.0
Intimidator (roller coaster),Carowinds,Operating,Bolliger & Mabillard,2010,35.1031,-80.9394,Steel,2010-03-27,75.0,,0,4.3,23000000.0
Storm Chaser (roller coaster),Kentucky Kingdom,Operating,Rocky Mountain Construction,1998,38.1958,-85.7503,Steel,2016-04-30,52.0,,3,3.8,10000000.0
Colossus (Thorpe Park),Thorpe Park,Operating,Intamin,2002,51.4032,-0.513,Steel,2002-03-22,45.0,,10,4.2,13500000.0
Nemesis Inferno,Thorpe Park,Operating,Bolliger & Mabillard,2003,51.4035,-0.5164,Steel,2003-04-05,49.7,95.1,4,5.0,8000000.0
Steel Dragon (Waldameer),Waldameer Park,Operating,Maurer AG,2004,42.1081,-80.1589,Steel,2004-07-02,37.3,,0,,4000000.0
