Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Expedition GeForce,"Holiday Park, Germany",Operating,Intamin,2001,49.32,8.295,Steel,2001-06-18,74.6,,0,4.5,
El Loco (Adventuredome),Adventuredome,Operating,S&S – Sansei Technologies,2014,36.1375,-115.1666,Steel,2014-02-18,45.0,,2,,
Patriot (California's Great America),California's Great America,Operating,Bolliger & Mabillard,2017,37.3967,-121.9732,Steel,1991-03-09,45.0,,2,,
Zach's Zoomer,Michigan's Adventure,Operating,Custom Coasters International,1994,43.3434,-86.2809,Wood,1994-07-22,,,0,,
Banshee (roller coaster),Kings Island,Operating,Bolliger & Mabillard,2014,39.3457,-84.2655,Steel,2014-04-18,68.0,,7,,24000000.0
Speed of Sound (roller coaster),Walibi Holland,Operating,Vekoma,2000,52.4406,5.7681,Steel,2000-04-22,47.0,,3,5.2,
Air Grover,"Tampa, Florida, U.S.",Operating,,2010,28.0379,-82.4216,Other,,,,0,,
Silver Star (roller coaster),Europa-Park,Operating,Bolliger & Mabillard,2002,48.268,7.72,Steel,2002-03-23,78.9,239.5,0,4.0,
Giant Dipper (Belmont Park),Other,Operating,"Frank Prior, Fredrick Church",1925,,,Wood,1925-07-04,48.0,,0,,
Huracan (Belantis),Belantis,Operating,Gerstlauer,2010,51.2531,12.3125,Steel,2010-06-26,52.8,105.0,5,4.3,5000000.0
Sierra Sidewinder,Knott's Berry Farm,Operating,Mack Rides,2007,33.845,-117.9986,Steel,2007-05-26,37.0,,0,,
Scorpion Express,Chessington World of Adventures,Operating,Mack Rides,1987,51.3494,-0.318,Steel,1987-06-07,22.4,15.4,0,,300000.0
The Legend (roller coaster),Holiday World & Splashin' Safari,Operating,Custom Coasters International,2000,38.1202,-86.914,Wood,2000-05-06,59.0,,0,,3000000.0
Rollie's Coaster,Morey's Piers,Operating,Pinfari,1999,38.9858,-74.8097,Steel,1999-01-01,27.0,,0,,
Rugrats Runaway Reptar (Dreamworld),Dreamworld,Operating,Vekoma,2002,-27.8639,153.3169,Steel,2002-12-26,26.0,48.9,0,2.2,
Tatsu,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,2006,34.4219,-118.5975,Steel,2006-05-13,62.0,,4,,21000000.0
Speed: No Limits,Oakwood Theme Park,Operating,Gerstlauer,2006,51.779,-4.805,Steel,2006-04-13,59.0,,2,4.5,3000000.0
Panic Coaster – Back Daaan,Tokyo Dome City Attractions,Operating,Gerstlauer,2019,,,Steel,2019-03-23,18.6,,0,,
American Thunder (roller coaster),Six Flags St. Louis,Operating,Great Coasters International,2008,38.5125,-90.6772,Wood,2008-06-20,48.0,,0,,7000000.0
Thunderbolt (Kennywood),Kennywood,Operating,,1968,40.3889,-79.865,Wood,1968-01-01,55.0,,0,,
Tennessee Tornado,Dollywood,Operating,Arrow Dynamics,1999,35.793,-83.5279,Steel,1999-04-17,63.0,,3,3.7,8000000.0
Corkscrew (Valleyfair),Valleyfair,Operating,Arrow Dynamics,1980,44.7996,-93.4563,Steel,1980-01-01,50.0,,3,3.5,
Mammut (roller coaster),Gardaland,Operating,Vekoma,2008,45.4578,10.7125,Steel,2008-03-19,31.1,,0,,
Black Mamba (roller coaster),Phantasialand,Operating,Bolliger & Mabillard,2006,50.7986,6.8803,Steel,2006-05-24,49.7,,4,4.0,
Thunderbolt (2014 roller coaster),Luna Park,Operating,Zamperla,2014,40.5735,-73.9826,Steel,2014-06-14,56.0,,4,4.3,9000000.0
Wipeout (roller coaster),Pleasurewood Hills,Operating,Vekoma,1988,52.5075,1.7434,Steel,2007-01-01,50.0,,6,,
Hydrus (roller coaster),Casino Pier,Operating,Gerstlauer,2017,39.9428,-74.0721,Steel,2017-05-26,45.0,,3,,
The Walking Dead: The Ride,Thorpe Park Resort,Operating,Vekoma,1996,51.4036,-0.5132,Steel,1996-03-23,27.7,,0,2.4,
Viper (Six Flags Darien Lake),Six Flags Darien Lake,Operating,Arrow Dynamics,1982,42.9283,-78.3817,Steel,1982-05-29,50.0,,5,,6500000.0
Cyclone (Lakeside Amusement Park),Lakeside Amusement Park,Operating,,1940,39.7808,-105.054,Wood,1940-05-17,55.0,,0,,
SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Operating,Gerstlauer,2008,44.8553,-93.2425,Steel,2008-03-15,43.5,,2,4.4,2500000.0
Tigris (roller coaster),Busch Gardens Tampa,Operating,Premier Rides,2019,28.0379,-82.4249,Steel,2019-04-19,62.0,,1,,
Van Helsing's Factory,Movie Park Germany,Operating,Gerstlauer,2011,51.6221,6.9752,Steel,2011-06-18,22.4,26.2,0,4.0,5000000.0
Zeus (roller coaster),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,1997,43.6167,-89.7892,Wood,1997-06-07,60.0,,0,,
The Monster (Adventureland),Adventureland (Iowa),Operating,Gerstlauer,2016,41.6518,-93.5014,Steel,2016-06-04,65.2,133.2,5,,9000000.0
Jersey Devil Coaster,Six Flags Great Adventure,Operating,Rocky Mountain Construction,2021,40.1377,-74.4405,Steel,2021-06-13,58.0,,3,,
Star Wars Hyperspace Mountain,Disneyland Park (Paris),Operating,Vekoma,2017,48.8741,2.7793,Steel,2017-05-07,44.0,,3,,
Streamliner Coaster,Six Flags Fiesta Texas,Operating,Vekoma,1992,29.5965,-98.6099,Steel,1992-03-14,,,0,,
Hollywood Dream – The Ride,Universal Studios Japan,Operating,Bolliger & Mabillard,2007,34.6666,135.4338,Steel,2007-03-09,55.9,144.4,0,,50000000.0
Twisted Cyclone,Six Flags Over Georgia,Operating,Rocky Mountain Construction,1990,33.7703,-84.5522,Steel,2018-05-25,50.0,,3,,
The Beastie (Kings Island),Kings Island,Operating,Philadelphia Toboggan Coasters,1980,39.3432,-84.2693,Wood,1972-01-01,35.0,,0,,
Kvasten,Gröna Lund,Operating,Vekoma,2007,59.3226,18.0964,Steel,2007-04-28,34.2,64.3,0,2.5,7850000.0
Linnunrata,Linnanmäki,Operating,Zierer,2000,60.1878,24.94,Steel,2000-05-01,24.9,23.0,0,,
The Bat (Kings Island; opened 1993),Kings Island,Operating,Arrow Dynamics,2014,39.3476,-84.2652,Steel,1993-04-09,51.0,,0,2.9,
Hoot N Holler,Six Flags Darien Lake,Operating,Zierer,1981,42.9272,-78.3823,Steel,1981-01-01,16.2,,0,,
Flight Deck (California's Great America),California's Great America,Operating,Bolliger & Mabillard,1993,37.3981,-121.9718,Steel,1993-03-20,50.0,,3,4.5,
Little Dipper (Conneaut Lake Park),Conneaut Lake Park,Operating,Allan Herschell Company,1950,41.6343,-80.3165,Steel,1950-01-01,,,0,,
ZDT's Amusement Park,ZDT's Amusement Park,Operating,The Gravity Group,2015,,,Wood,2015-10-17,40.4,,0,,
Insane (Gröna Lund),Gröna Lund,Operating,Intamin,2009,59.3233,18.0953,Steel,2009-04-25,37.3,116.5,0,3.5,
Goliath (Six Flags Over Georgia),Six Flags Over Georgia,Operating,Bolliger & Mabillard,2006,33.7692,-84.55,Steel,2006-04-01,70.0,,0,,20000000.0
Flug der Dämonen,Heide Park Resort,Operating,Bolliger & Mabillard,2014,53.0262,9.8796,Steel,2014-03-29,62.1,131.2,5,4.0,15000000.0
Grizzly (Kings Dominion),Kings Dominion,Operating,Taft Broadcasting Company,1982,37.8375,-77.4471,Wood,1982-03-27,51.0,,0,,
Fujiyama (roller coaster),Fuji-Q Highland,Operating,TOGO,1996,35.4859,138.777,Steel,1996-07-01,81.0,,0,3.5,40000000.0
Stunt Pilot (roller coaster),Silverwood Theme Park,Operating,Rocky Mountain Construction,2021,47.9065,-116.708,Steel,2021-05-29,52.0,,3,,
Revolution (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,Arrow Development,1979,53.7899,-3.0551,Steel,1979-01-01,45.0,,2,4.0,1000000.0
Boardwalk Bullet,Kemah Boardwalk,Operating,Martin & Vleminckx,2007,29.5463,-95.0173,Wood,2007-08-31,51.0,,0,3.5,1.0
Anaconda (roller coaster),Kings Dominion,Operating,Arrow Dynamics,1991,37.8392,-77.4402,Steel,1991-03-23,50.0,,4,5.1,5000000.0
The Great Pumpkin Coaster,"Mason, Ohio, United States",Operating,,1992,39.3448,-84.2686,Other,,,,0,,
Desert Storm (roller coaster),Castles N' Coasters,Operating,Hopkins Rides,1992,33.5718,-112.1188,Steel,1992-01-01,,,2,,
Dauling Dragon,Other,Operating,Martin & Vleminckx,2012,30.5912,114.3879,Wood,2012-04-29,,,0,,
Colossos - Kampf der Giganten,Heide Park,Operating,Intamin,2001,53.0231,9.8833,Wood,2001-04-13,68.4,164.0,0,4.5,
Skull Mountain,Six Flags Great Adventure,Operating,Intamin,1996,40.1346,-74.4419,Steel,1996-06-03,33.0,,0,2.3,5000000.0
Jet Star 2 (Lagoon),Lagoon Amusement Park,Operating,Anton Schwarzkopf,1976,40.9869,-111.8936,Steel,1976-01-01,,,0,,500000.0
Taiga (roller coaster),Linnanmäki,Operating,Intamin,2019,60.1885,24.9391,Steel,2019-06-18,65.9,,4,5.0,
Untamed (roller coaster),Canobie Lake Park,Operating,Gerstlauer,2011,42.7962,-71.249,Steel,2011-06-11,44.0,,3,4.5,
Olympia Looping,Oktoberfest,Operating,BHS,1989,48.131,11.549,Steel,1989-09-17,52.0,,5,5.2,
10 Inversion Roller Coaster,Chimelong Paradise,Operating,Intamin,2006,23.0044,113.3269,Steel,2006-01-01,45.0,,10,,
Thunderbolt (Six Flags New England),Six Flags New England,Operating,Joseph E. Drambour,1941,42.0389,-72.6133,Wood,1941-01-01,40.0,,0,,
Merlin's Mayhem,Dutch Wonderland,Operating,S&S – Sansei Technologies,2018,40.0287,-76.2186,Steel,2018-04-28,,,0,,7500000.0
Moto Coaster (Six Flags Darien Lake),Six Flags Darien Lake,Operating,Zamperla,2008,42.9304,-78.3834,Steel,2008-05-01,38.0,,0,,3.4
Monster (Gröna Lund),Gröna Lund,Operating,Bolliger & Mabillard,2021,59.3239,18.0961,Steel,2021-06-02,55.9,,3,4.5,450000000.0
Runaway Mountain,"Arlington, Texas, U.S.",Operating,,1996,32.7557,-97.0702,Other,,,,0,,
Smoky Mountain Alpine Coaster,Other,Operating,Wiegand,2013,35.7934,-83.5965,Steel,2013-08-03,27.0,,0,,
Valravn (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,2016,41.4813,-82.684,Steel,2016-05-07,75.0,,3,,
Hundeprutterutchebane,BonBon-Land,Operating,Zierer,1993,55.2599,11.8639,Steel,1993-01-01,18.6,14.8,0,,
Skyrush,Hersheypark,Operating,Intamin,2012,,,Steel,2012-05-26,75.0,,0,5.0,25000000.0
Crazy Bird,Happy Valley Tianjin,Operating,S&S – Sansei Technologies,2013,39.1847,117.4686,Steel,2013-12-22,,,2,,
DC Rivals HyperCoaster,Warner Bros. Movie World,Operating,Mack Rides,2017,-27.908,153.314,Steel,2017-09-22,71.5,202.1,0,4.3,30000000.0
Hoosier Hurricane,Indiana Beach,Operating,Custom Coasters International,1994,40.7903,-86.7706,Wood,1994-05-27,51.0,,0,,
Mick Doohan's Motocoaster,Dreamworld,Operating,Intamin,2007,-27.8628,153.3169,Steel,2007-09-30,44.7,23.0,0,,10000000.0
Nitro (Imagicaa),Imagicaa,Operating,Bolliger & Mabillard,2013,18.7664,73.28,Steel,2013-10-01,65.2,,5,,
Nemesis (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,1994,52.9869,-1.8828,Steel,1994-03-19,50.3,42.7,4,3.5,10000000.0
Lisebergbanan,Liseberg,Operating,Zierer,1987,57.695,11.9925,Steel,1987-04-18,49.7,147.6,0,3.0,
Vortex (Calaway Park),Calaway Park,Operating,Arrow Dynamics,1982,51.0875,-114.3594,Steel,1982-01-01,,,2,,
Doo Wopper,Morey's Piers,Operating,Zamperla,1998,38.9892,-74.803,Steel,1998-08-07,,,0,,
FireChaser Express,Dollywood,Operating,Gerstlauer,2014,35.7947,-83.5301,Steel,2014-03-22,34.5,,0,,15000000.0
Cedar Creek Mine Ride,Cedar Point,Operating,Arrow Development,1969,41.4847,-82.6904,Steel,1969-05-24,42.0,,0,,
Wild Mouse (Beech Bend Park),Beech Bend Park,Operating,Zamperla,2005,37.0225,-86.4017,Steel,2005-01-01,29.1,,0,2.5,
Kentucky Flyer,Kentucky Kingdom,Operating,Gravitykraft Corporation,2019,38.1943,-85.7443,Wood,2019-04-28,35.0,,0,,5000000.0
Karacho,Erlebnispark Tripsdrill,Operating,Gerstlauer,2013,49.0377,9.0544,Steel,2013-07-10,55.9,98.4,4,,7000000.0
Dreamcatcher (roller coaster),Bobbejaanland,Operating,Vekoma,1987,51.1993,4.909,Steel,1987-01-01,,82.0,0,,
Superman Escape,Warner Bros. Movie World,Operating,Intamin,2005,-27.908,153.3125,Steel,2005-12-26,62.1,131.2,0,4.2,16000000.0
Cobra (PowerPark),PowerPark,Operating,Vekoma,2005,63.2298,22.8587,Steel,2005-01-01,47.0,,3,5.2,
Rougarou (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,1996,41.4826,-82.6874,Steel,2015-05-09,60.0,,4,,12000000.0
Jack Rabbit (Kennywood),Kennywood,Operating,Harry C. Baker,1920,40.3867,-79.8628,Wood,1920-01-01,45.0,,0,,50000.0
Troy (roller coaster),Toverland,Operating,Great Coasters International,2007,,,Wood,2007-06-29,54.0,104.7,0,2.4,6500000.0
Ricochet (Carowinds),Carowinds,Operating,Mack Rides,2002,35.1042,-80.9428,Steel,2002-03-23,28.0,,0,,
Shock Wave (Six Flags Over Texas),Six Flags Over Texas,Operating,Anton Schwarzkopf,1978,32.7589,-97.0706,Steel,1978-04-22,60.0,,2,5.9,
Intimidator (roller coaster),Carowinds,Operating,Bolliger & Mabillard,2010,35.1031,-80.9394,Steel,2010-03-27,75.0,,0,4.3,23000000.0
Storm Chaser (roller coaster),Kentucky Kingdom,Operating,Rocky Mountain Construction,1998,38.1958,-85.7503,Steel,2016-04-30,52.0,,3,3.8,10000000.0
Colossus (Thorpe Park),Thorpe Park,Operating,Intamin,2002,51.4032,-0.513,Steel,2002-03-22,45.0,,10,4.2,13500000.0
Nemesis Inferno,Thorpe Park,Operating,Bolliger & Mabillard,2003,51.4035,-0.5164,Steel,2003-04-05,49.7,95.1,4,5.0,8000000.0
Steel Dragon (Waldameer),Waldameer Park,Operating,Maurer AG,2004,42.1081,-80.1589,Steel,2004-07-02,37.3,,0,,4000000.0
